Date,High,Low,Open,Close,Volume,Adj Close
2018-05-16,107.97000122070312,107.41999816894531,107.41999816894531,107.91999816894531,24800.0,102.8603286743164
2018-05-17,108.37000274658203,107.7300033569336,107.80999755859375,107.88999938964844,25700.0,102.83172607421875
2018-05-18,107.91000366210938,107.4000015258789,107.91000366210938,107.4800033569336,11000.0,102.44095611572266
2018-05-21,108.36000061035156,108.06999969482422,108.08999633789062,108.16999816894531,9600.0,103.0986099243164
2018-05-22,108.76000213623047,108.01000213623047,108.33000183105469,108.08000183105469,18700.0,103.01282501220703
2018-05-23,107.9000015258789,107.30000305175781,107.62999725341797,107.9000015258789,6700.0,102.84126281738281
2018-05-24,107.77999877929688,106.86000061035156,107.69000244140625,107.52999877929688,41000.0,102.48861694335938
2018-05-25,107.13999938964844,106.70999908447266,107.04000091552734,106.9800033569336,25700.0,101.96439361572266
2018-05-29,106.36000061035156,104.87000274658203,106.36000061035156,105.41999816894531,60300.0,100.47752380371094
2018-05-30,107.20999908447266,106.11000061035156,106.11000061035156,107.06999969482422,8900.0,102.05017852783203
2018-05-31,106.9800033569336,105.93000030517578,106.9800033569336,106.2300033569336,36200.0,101.24957275390625
2018-06-01,107.12000274658203,106.75,106.75,106.87000274658203,19500.0,101.85955810546875
2018-06-04,107.52999877929688,107.01000213623047,107.20999908447266,107.05999755859375,23800.0,102.04065704345703
2018-06-05,107.12000274658203,106.76000213623047,107.05000305175781,106.97000122070312,17500.0,101.95486450195312
2018-06-06,107.97000122070312,107.0999984741211,107.2699966430664,107.97000122070312,44800.0,102.90798950195312
2018-06-07,108.76000213623047,108.19000244140625,108.19000244140625,108.5,16200.0,103.41314697265625
2018-06-08,108.83000183105469,108.37000274658203,108.37000274658203,108.83000183105469,20100.0,103.72765350341797
2018-06-11,109.31999969482422,108.91000366210938,108.91000366210938,109.05999755859375,15300.0,103.9468765258789
2018-06-12,109.5,108.76000213623047,109.2300033569336,109.0,11400.0,103.88969421386719
2018-06-13,109.0,108.56999969482422,109.0,108.56999969482422,11100.0,103.47985076904297
2018-06-14,108.81999969482422,108.27999877929688,108.81999969482422,108.36000061035156,21500.0,103.27970886230469
2018-06-15,108.41000366210938,107.7300033569336,108.02999877929688,108.30999755859375,23600.0,103.23204040527344
2018-06-18,108.01000213623047,107.58000183105469,107.75,107.95999908447266,19000.0,102.89845275878906
2018-06-19,107.7300033569336,106.91999816894531,107.0999984741211,107.6500015258789,88600.0,102.60298156738281
2018-06-20,108.0,107.55000305175781,108.0,107.6500015258789,14600.0,102.60298156738281
2018-06-21,107.55000305175781,106.94000244140625,107.55000305175781,106.94000244140625,11300.0,101.92626953125
2018-06-22,108.12000274658203,107.58999633789062,107.83999633789062,107.58999633789062,20800.0,102.5457992553711
2018-06-25,107.41000366210938,106.11000061035156,107.33000183105469,106.88999938964844,20900.0,101.87862396240234
2018-06-26,107.12999725341797,106.55000305175781,106.94999694824219,106.80999755859375,7800.0,101.8023681640625
2018-06-27,107.72000122070312,106.31999969482422,107.0,106.3499984741211,16300.0,101.36392974853516
2018-06-28,106.36000061035156,105.52999877929688,105.69000244140625,106.1500015258789,9300.0,101.76753997802734
2018-06-29,107.19000244140625,106.19999694824219,106.54000091552734,106.19999694824219,20600.0,101.81549072265625
2018-07-02,106.16000366210938,105.4000015258789,105.58000183105469,106.16000366210938,18700.0,101.77714538574219
2018-07-03,106.70999908447266,106.02999877929688,106.47000122070312,106.08000183105469,26200.0,101.70044708251953
2018-07-05,106.70999908447266,106.08999633789062,106.61000061035156,106.70999908447266,20800.0,102.30443572998047
2018-07-06,107.58999633789062,106.5,106.5,107.33999633789062,12600.0,102.9084243774414
2018-07-09,108.41999816894531,107.7300033569336,107.7300033569336,108.41000366210938,13400.0,103.93424987792969
2018-07-10,108.86000061035156,108.62000274658203,108.6500015258789,108.83000183105469,34100.0,104.33690643310547
2018-07-11,108.33000183105469,107.69000244140625,108.2300033569336,107.8499984741211,25600.0,103.39736938476562
2018-07-12,108.44000244140625,107.98999786376953,108.44000244140625,108.20999908447266,11500.0,103.74250793457031
2018-07-13,108.58000183105469,108.04000091552734,108.08999633789062,108.29000091552734,15100.0,103.81920623779297
2018-07-16,108.41999816894531,108.11000061035156,108.29000091552734,108.41000366210938,8600.0,103.93424987792969
2018-07-17,108.79000091552734,108.30000305175781,108.38999938964844,108.58999633789062,17900.0,104.10681915283203
2018-07-18,109.04000091552734,108.55000305175781,108.66999816894531,108.94000244140625,17500.0,104.44237518310547
2018-07-19,108.9000015258789,108.58000183105469,108.69999694824219,108.66000366210938,14000.0,104.17393493652344
2018-07-20,108.5,108.22000122070312,108.44999694824219,108.31999969482422,15900.0,103.84797668457031
2018-07-23,108.68000030517578,108.23999786376953,108.2699966430664,108.55000305175781,23200.0,104.0684814453125
2018-07-24,109.27999877929688,108.77999877929688,108.87999725341797,109.04000091552734,21300.0,104.53823852539062
2018-07-25,109.6500015258789,108.79000091552734,108.94999694824219,109.58999633789062,13700.0,105.06553649902344
2018-07-26,110.33000183105469,109.87999725341797,109.87999725341797,110.08000183105469,15900.0,105.5353012084961
2018-07-27,110.19999694824219,109.62999725341797,109.95999908447266,109.87000274658203,11000.0,105.33397674560547
2018-07-30,110.4800033569336,110.0,110.0,110.19000244140625,25300.0,105.6407699584961
2018-07-31,110.68000030517578,110.33999633789062,110.52999877929688,110.4800033569336,13700.0,105.91879272460938
2018-08-01,110.38999938964844,109.75,110.30000305175781,109.81999969482422,20000.0,105.2860336303711
2018-08-02,109.9800033569336,109.25,109.25,109.91999816894531,19700.0,105.38190460205078
2018-08-03,110.6500015258789,109.87000274658203,109.87000274658203,110.58999633789062,7900.0,106.02423858642578
2018-08-06,111.1500015258789,110.6500015258789,110.68000030517578,110.91999816894531,19700.0,106.34062957763672
2018-08-07,111.45999908447266,110.6500015258789,110.68000030517578,111.29000091552734,8100.0,106.69534301757812
2018-08-08,111.18000030517578,111.0,111.12999725341797,111.1500015258789,11000.0,106.56114196777344
2018-08-09,111.19999694824219,110.70999908447266,111.19999694824219,110.73999786376953,29100.0,106.16805267333984
2018-08-10,110.31999969482422,109.95999908447266,110.26000213623047,110.05999755859375,11600.0,105.51612091064453
2018-08-13,110.19000244140625,109.33999633789062,110.19000244140625,109.44000244140625,7800.0,104.9217300415039
2018-08-14,110.31999969482422,109.7300033569336,109.7300033569336,110.13999938964844,26900.0,105.59281921386719
2018-08-15,109.66000366210938,108.94000244140625,109.66000366210938,109.37999725341797,17000.0,104.86419677734375
2018-08-16,110.86000061035156,110.06999969482422,110.06999969482422,110.63999938964844,13800.0,106.07218170166016
2018-08-17,111.41000366210938,110.51000213623047,110.51000213623047,111.30000305175781,9500.0,106.70494079589844
2018-08-20,111.7300033569336,111.4000015258789,111.43000030517578,111.70999908447266,14100.0,107.0980224609375
2018-08-21,112.30000305175781,111.7699966430664,111.7699966430664,112.0,14600.0,107.37603759765625
2018-08-22,111.87999725341797,111.66000366210938,111.79000091552734,111.69000244140625,14800.0,107.0788345336914
2018-08-23,111.63999938964844,111.2300033569336,111.63999938964844,111.30000305175781,29100.0,106.70494079589844
2018-08-24,111.88999938964844,111.52999877929688,111.52999877929688,111.77999877929688,12500.0,107.16511535644531
2018-08-27,112.66000366210938,112.08000183105469,112.08000183105469,112.47000122070312,16500.0,107.82662963867188
2018-08-28,112.72000122070312,112.3499984741211,112.69000244140625,112.43000030517578,8500.0,107.78829193115234
2018-08-29,112.86000061035156,112.25,112.25,112.77999877929688,19600.0,108.12383270263672
2018-08-30,112.5199966430664,111.88999938964844,112.45999908447266,111.9800033569336,12300.0,107.35686492919922
2018-08-31,112.05000305175781,111.55000305175781,111.73999786376953,111.6500015258789,11800.0,107.04048919677734
2018-09-04,111.87999725341797,111.51000213623047,111.87999725341797,111.66000366210938,35900.0,107.0500717163086
2018-09-05,112.25,111.5,111.5,112.20999908447266,37600.0,107.5773696899414
2018-09-06,112.36000061035156,111.66000366210938,112.12999725341797,111.97000122070312,15200.0,107.34727478027344
2018-09-07,111.91999816894531,111.43000030517578,111.55000305175781,111.76000213623047,10100.0,107.14594268798828
2018-09-10,112.5,111.94000244140625,112.12999725341797,111.94000244140625,18800.0,107.31851196289062
2018-09-11,112.30000305175781,111.77999877929688,111.77999877929688,111.97000122070312,22700.0,107.34727478027344
2018-09-12,112.41999816894531,112.05000305175781,112.05000305175781,112.18000030517578,17600.0,107.54859924316406
2018-09-13,112.55000305175781,112.18000030517578,112.5199966430664,112.37999725341797,37300.0,107.74034118652344
2018-09-14,112.66999816894531,112.38999938964844,112.58999633789062,112.62000274658203,12800.0,107.9704360961914
2018-09-17,112.83000183105469,112.45999908447266,112.69000244140625,112.62000274658203,31900.0,107.9704360961914
2018-09-18,113.25,112.54000091552734,112.68000030517578,113.0,13100.0,108.33475494384766
2018-09-19,113.68000030517578,112.97000122070312,112.97000122070312,113.44999694824219,15100.0,108.76616668701172
2018-09-20,114.3499984741211,113.81999969482422,113.87999725341797,114.1500015258789,33600.0,109.43726348876953
2018-09-21,114.70999908447266,114.27999877929688,114.70999908447266,114.33000183105469,16500.0,109.6098403930664
2018-09-24,114.41999816894531,113.38999938964844,114.30999755859375,113.54000091552734,29400.0,108.85244750976562
2018-09-25,113.79000091552734,113.0199966430664,113.79000091552734,113.0199966430664,11100.0,108.35393524169922
2018-09-26,112.76000213623047,111.83000183105469,112.76000213623047,111.83000183105469,41200.0,107.86009979248047
2018-09-27,112.4000015258789,111.72000122070312,111.8499984741211,111.80999755859375,12400.0,107.84080505371094
2018-09-28,112.08000183105469,111.54000091552734,111.55999755859375,111.70999908447266,16700.0,107.7443618774414
2018-10-01,112.58999633789062,111.94000244140625,112.37000274658203,112.13999938964844,24200.0,108.15908813476562
2018-10-02,112.5199966430664,111.97000122070312,112.12999725341797,112.30999755859375,17500.0,108.32304382324219
2018-10-03,112.87999725341797,112.25,112.76000213623047,112.37999725341797,17100.0,108.39057159423828
2018-10-04,112.47000122070312,111.75,112.29000091552734,112.3499984741211,28900.0,108.36162567138672
2018-10-05,112.5999984741211,111.75,112.45999908447266,111.86000061035156,37000.0,107.88903045654297
2018-10-08,112.62000274658203,111.70999908447266,111.70999908447266,112.61000061035156,9000.0,108.6124038696289
2018-10-09,112.61000061035156,112.05000305175781,112.44000244140625,112.29000091552734,23300.0,108.30377197265625
2018-10-10,112.1500015258789,109.48999786376953,112.1500015258789,109.48999786376953,37500.0,105.60316467285156
2018-10-11,109.19000244140625,106.51000213623047,109.08999633789062,106.94000244140625,39300.0,103.14369201660156
2018-10-12,108.04000091552734,106.2699966430664,108.04000091552734,107.25,37500.0,103.44267272949219
2018-10-15,108.05999755859375,107.02999877929688,107.26000213623047,107.12999725341797,41200.0,103.32694244384766
2018-10-16,108.7699966430664,107.38999938964844,107.5999984741211,108.7699966430664,23300.0,104.90872192382812
2018-10-17,109.16000366210938,107.76000213623047,108.55000305175781,108.7300033569336,25800.0,104.8701400756836
2018-10-18,108.8499984741211,107.5,108.47000122070312,107.93000030517578,27000.0,104.09854125976562
2018-10-19,108.73999786376953,107.8499984741211,107.8499984741211,107.94999694824219,21700.0,104.11782836914062
2018-10-22,108.1500015258789,106.87000274658203,108.1500015258789,106.9000015258789,15500.0,103.10511016845703
2018-10-23,106.75,104.86000061035156,105.5999984741211,106.26000213623047,27900.0,102.48782348632812
2018-10-24,106.23999786376953,103.69999694824219,106.20999908447266,103.77999877929688,33100.0,100.09587097167969
2018-10-25,105.44999694824219,103.98999786376953,104.25,104.77999877929688,34000.0,101.06036376953125
2018-10-26,104.22000122070312,102.5999984741211,103.70999908447266,103.2699966430664,55400.0,99.60395812988281
2018-10-29,105.19999694824219,102.37000274658203,104.33999633789062,103.44999694824219,50400.0,99.77758026123047
2018-10-30,105.41000366210938,103.75,103.75,105.30999755859375,31200.0,101.57154846191406
2018-10-31,106.72000122070312,105.7300033569336,105.97000122070312,105.7300033569336,45500.0,101.97664642333984
2018-11-01,106.70999908447266,106.06999969482422,106.18000030517578,106.61000061035156,100300.0,102.82540130615234
2018-11-02,107.44999694824219,105.62000274658203,107.3499984741211,106.25,30800.0,102.47817993164062
2018-11-05,107.8499984741211,106.69000244140625,106.69000244140625,107.56999969482422,151100.0,103.75132751464844
2018-11-06,108.29000091552734,107.5199966430664,107.58000183105469,108.27999877929688,23300.0,104.43611907958984
2018-11-07,109.81999969482422,108.44000244140625,109.05000305175781,109.77999877929688,37400.0,105.88287353515625
2018-11-08,110.0199966430664,109.2300033569336,109.48999786376953,109.55999755859375,27800.0,105.67068481445312
2018-11-09,109.2300033569336,108.47000122070312,109.22000122070312,108.93000030517578,19700.0,105.06304931640625
